URL,Title,Description,Keyword,H1
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/aeon.html,イオン銀行の住宅ローン金利と考察,イオン銀行では金利差引幅でどのくらい優遇されるかなどが異なる２種類の住宅ローンが存在します。またイオン銀行ならではの「イオンセレクトクラブ」も魅力。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/atamakin.html,住宅ローンの頭金は用意した方がよいのでしょうか？,住宅ローンの頭金は用意すべきか。実際はケース・バイ・ケース。頭金は用意した方がよいが、あくまでも生活の安定を確保できる範囲内で用意するのがいいでしょう。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/cancel.html,住宅ローンのキャンセルは可能ですか？,住宅ローンのキャンセルは可能？　キャンセル自体は特に何の問題もなく可能ですが、いくらかの出費は必要となります。キャンセルの際はなるべく早く連絡しましょう。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/free.html,自由業（個人事業主）でも住宅ローンは利用できる？,自由業（個人事業主）でも住宅ローンを組める？住宅ローンの審査基準は各金融機関が独自に設けており、最近では柔軟に対応してくれる場合が増えています。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/futan.html,今の家賃程度の負担で住宅ローンが組めそうなのですが…。,家賃程度の負担で住宅ローンが組める？　住宅を持った場合、出費が増えるのであまり積極的には考えないほうがいいでしょう。無理なく返済できる額をおすすめします。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/hatan.html,住宅ローンで破綻しないための目安を教えてください。,住宅ローンで破綻しない目安は？年収の4倍程度や返済比率25％などがあります。自身の生活や年収をベースにして、返済比率を参考にしつつ、融資額は検討してください。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/hendou.html,変動金利には思わぬリスクがあると聞いたのですが。,変動金利の住宅ローンを選択していたら、返済終了時にまとまったお金を請求されるケースは起こり得ます。ここでは最初にお伝えしたい1.25倍ルールについて解説。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/hisai.html,東日本大震災で被災した住宅のための融資があると聞いたのですが……。,東日本大震災で被災した住宅のための融資があります。住宅自体に被害があった場合と、住宅には被害はなくとも、よう壁の損壊等が発生した場合の2種類があります。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/jishinhoken.html,住宅ローンを組む際に、地震保険は必要でしょうか？,住宅ローン組む際には地震保険に入るべき？まずは保証内容の全体像を把握しましょう。火災保険ほど手厚くはないので、じっくり考えて入るのがいいでしょう。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/josei.html,女性なのですが、やはり女性向け住宅ローンを選んだ方がいいのでしょうか？,女性は女性向けの住宅ローンを選ぶべき？一括りに「女性向け」と言っても特徴がそれぞれ異なっているので、ニーズが満たしているものに絞って検討することが重要です。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/keiki.html,景気がよくなる前に住宅ローンを組んだ方がいいのはなぜですか？,景気がよくなる前に住宅ローンを組むべき？金銭的に有利になる場合が多いので、景気が明らかによくなるのであれば、よくなり始める前から初期の段階で組むべきでしょう。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/kuriage.html,住宅ローンの繰り上げ返済について、教えてください。,繰り上げ返済の基本や、注意すべき点は？繰り上げ返済には２種類あります。また、繰り上げ返済は、あくまで毎月の返済とは別枠扱いだということもお忘れなく。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/loanshinsa.html,住宅ローンの審査を、一度にいくつも受けるのはまずいですか？,住宅ローンの審査を一度にいくつも受けるという行為は避けましょう。「お金に困っている」などと判断され、円滑な返済ができないレッテルを貼られる可能性があります。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/mizuho.html,みずほ銀行の住宅ローン金利と考察,三菱東京UFJ銀行では金利コースによって複数の住宅ローンを取リ扱っています。金利コースを自由に組み合わせることのできる「ミックス借入」もあり。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/nonbank.html,ノンバンク系の住宅ローンについて教えてください。,ノンバンク系の住宅ローンは、審査を通る確率は高くなっています。しかし、金利が高いので、経済状態や人生設計をしっかりと確認してから審査を受けるようにしましょう。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/oome.html,住宅ローンを多めに借りて、自分で使うというのはアリでしょうか？,住宅ローンを多めに借りて、自分で使うというのはあり？設定された資金使途以外に使うために借りるのは銀行等を欺く行為なので、詐欺となり、法律違反になります。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/rakuten.html,楽天銀行(フラット35)の住宅ローン金利と考察,買取型の「フラット３５」の中では業界で最安の楽天銀行住宅ローン「フラット３５」について詳しく解説します。保証料０円に加え、繰り上げ返済手数料も０円！,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/resona.html,りそな銀行の住宅ローン金利と考察,りそな銀行では金利タイプや利用者を限定した住宅ローンなど豊富な種類が用意されています。親子２世代型の住宅ローンや、借りかえ型、住みかえ型などもあり！,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/riyuu.html,何らかの理由で住宅ローンが払えなくなったらどうなりますか？,何らかの理由で住宅ローンが払えなくなったら？理由にもよりますが、最悪の場合、家を手放すことになります。それでも足りない場合には借金が残ることもあります。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/sbi.html,住信SBIネット銀行の住宅ローン金利と考察,住信SBIネット銀行ではネット専用住宅ローンを用意。申し込みはウェブサイトで行い仮審査結果なども全てメールで行われるネットでの利便性に優れた住宅ローンです。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/seiho.html,生命保険に加入する必要があると聞いたのですが、これは本当でしょうか？,住宅ローンを組む際に生命保険に加入する必要があるのはなぜ？万一に備えての金融機関が保証を得るために保険に入る必要があります。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/shiharaijiki.html,住宅ローンは家が建つ前から払わなくてはならないのでしょうか？,負担になるか、ならないかは、住宅ローンのタイプによって異なります。住宅ローンの支払い開始時期は大きく分けて2つあります。どちらのタイプも一長一短になっています。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/shinsa.html,住宅ローンを組む場合、他のローン（自動車ローンなど）を利用していると審査に通り難くなるのでしょうか？,審査申込時に他のローンが残っていると、審査に通らない？必ず落ちるという訳ではありませんが、不利になるため、できるだけ完済してから住宅ローンを申し込むようにしましょう。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/sick.html,病気になったら、タダになる住宅ローンがあると聞いたのですが。,病気になったら無料になる住宅ローンが存在する？病気にかかるとローンの残高が無料になるものがあり、ここではその代表的な住宅ローンを2つご紹介しています。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/simulation.html,各銀行のシミュレーターの使い方と使いやすさを比較 住宅ローンをシミュレーションしてみよう,住宅ローンを組む際に有効活用したいのが住宅ローンのシミュレーション。このページでは各銀行のシミュレーションについて解説しています。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/sony.html,ソニー銀行の住宅ローン金利と考察,ソニー銀行では金利の引き下げ率と取扱手数料の異なる２種類の住宅ローンを用意。またどちらも金利タイプを自由に変更できるのも最大の魅力です。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/sougou.html,住宅ローン選びを総合的に考える,何も考えずに銀行や不動産会社の言うままに住宅ローンを組むと非常に大きな損失が生じます！最も賢く選んで頂くために金利をはじめ、各銀行の住宅ローンについて調査しています。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/teinen.html,住宅ローンの支払いが定年後まで食い込むのはまずいですか？,住宅ローンの支払いが定年後まで食い込むのはよくない？　避けたほうがいいでしょう。資産等に余裕がある場合でも、それらを利用して早めに払い終えることをお勧めします。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/tenshoku.html,返済中に転職した場合、住宅ローンへの影響はありますか？,返済中に転職したら、住宅ローンへの影響はある？　基本的には気にする必要はありません。転職によって住宅ローンの返済額等に影響が出るとは考えにくいです。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/tokuyaku.html,住宅ローン特約とは何ですか？,住宅ローン特約とは審査に落ちて利用する予定だった住宅ローンを利用できなくなった場合には、その不動産売買の契約を白紙に戻し解除することができるというもの。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/ufj.html,三菱東京UFJ銀行の住宅ローン金利と考察,三菱東京UFJ銀行では金利コースによって複数の住宅ローンを取リ扱っています。金利コースを自由に組み合わせることのできる「ミックス借入」もあり。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/yokin.html,預金連動型の住宅ローンはおすすめでしょうか？,預金連動型の住宅ローンはおすすめ？結論から言うと、おすすめかどうかは顧客の事情によって変わってくるというのが現状です。条件を満たせる方であればおすすめでしょう。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/yugu.html,住宅ローンの優遇金利とは、どのようなものなのでしょうか？,住宅ローンには店頭金利と適用金利の２種類があります。このページでは一定の条件を満たすと適用される優遇金利について詳しく解説しています。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/yuuretsu.html,住宅ローンでは、金融会社に優劣があるのでしょうか？また、どのような優劣があるのでしょうか？,信金やネット銀行で住宅ローンの違いはあるの？利用者側に有利不利というような優劣は存在します。自分にあったメリットデメリットをよく考えて選びましょう。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"
https://xn--u9j6nsa9a3643aiuddtuckj386c6f2c.net/zouzei.html,消費税の増税前に住宅ローンを組んでおいた方がよいでしょうか？,消費税が増税される前に住宅ローンを組んでおく方がよい？いくつかのポイントをチェックし、堅実にいきましょう。高額なだけに、無理は禁物であることも忘れずに。,,"<a href=""./""><img src=""wp-content/themes/mortgage/images/logo.png"" width=""394"" height=""43"" alt=""住宅ローン金利の知恵｜減税効果と金利動向の2014年度 研究＆比較"" /></a>"